"","OBJECTID","CLASS_ID","UFID","dist","nnid","Nesting","coords.x1","coords.x2","optional"
"176",497,0,"F4_175",2.7689542362722,"F3_408",0,285812.6284,4425708.3778,TRUE
"177",498,0,"F4_176",1.51980224511678,"F3_433",0,285787.4377,4425715.0477,TRUE
"178",499,0,"F4_177",0.160035706044023,"F3_460",1,285771.2053,4425711.0729,TRUE
"179",500,0,"F4_178",0.174701073801957,"F3_476",1,285771.7861,4425709.9689,TRUE
"180",501,0,"F4_179",0.197242799786251,"F3_463",1,285769.7777,4425709.4712,TRUE
"181",502,0,"F4_180",0.13921363655561,"F3_596",1,285766.9337,4425713.8696,TRUE
"182",503,0,"F4_181",0.828041669137557,"F3_590",0,285764.8253,4425713.5174,TRUE
"183",504,0,"F4_182",0.209818350458713,"F3_535",0,285761.0086,4425713.2369,TRUE
"184",505,0,"F4_183",0.057149429816683,"F3_591",1,285766.9709,4425712.88,TRUE
"185",506,0,"F4_184",0.191515910589521,"F3_590",1,285765.4907,4425712.9825,TRUE
"186",507,0,"F4_185",0.197600056145531,"F3_563",1,285763.9715,4425712.266,TRUE
"187",508,0,"F4_186",0.258740463305138,"F3_601",1,285769.1059,4425712.0012,TRUE
"188",509,0,"F4_187",0.281503239304077,"F3_581",1,285767.7327,4425711.7349,TRUE
"189",510,0,"F4_188",0.136318231615535,"F3_545",1,285763.5228,4425710.8838,TRUE
"190",511,0,"F4_189",0.112921979907808,"F3_528",1,285766.9894,4425710.7956,TRUE
"191",512,0,"F4_190",0.171577550817976,"F3_615",1,285762.8323,4425710.0146,TRUE
"192",513,0,"F4_191",0.218126561215667,"F3_565",1,285766.784,4425709.3992,TRUE
"193",514,0,"F4_192",0.253475746145743,"F3_605",1,285762.9191,4425708.8991,TRUE
"194",515,0,"F4_193",0.196714681438996,"F3_612",1,285761.55,4425708.3234,TRUE
"195",516,0,"F4_194",0.151881588051129,"F3_538",1,285762.1618,4425707.0672,TRUE
"196",517,0,"F4_195",0.118421221045032,"F3_611",1,285759.6869,4425715.0405,TRUE
"197",518,0,"F4_196",0.260621149245682,"F3_554",1,285756.6507,4425714.4567,TRUE
"198",519,0,"F4_197",0.165311330459328,"F3_557",1,285754.9806,4425713.8689,TRUE
"199",520,0,"F4_198",0.203528148551029,"F3_553",1,285754.5055,4425713.1006,TRUE
"200",521,0,"F4_199",0.273152926258121,"F3_549",1,285759.3201,4425712.7644,TRUE
"201",522,0,"F4_200",0.18764980112867,"F3_575",1,285759.9597,4425712.5963,TRUE
"202",523,0,"F4_201",0.0616215035327455,"F3_620",1,285753.1748,4425712.5805,TRUE
"203",524,0,"F4_202",0.0642890566750439,"F3_524",1,285755.364,4425712.4098,TRUE
"204",525,0,"F4_203",0.275918975119908,"F3_531",1,285757.7988,4425712.1087,TRUE
"205",526,0,"F4_204",0.366753846024019,"F3_574",1,285755.4095,4425711.2376,TRUE
"206",527,0,"F4_205",0.133115542365585,"F3_586",1,285757.9288,4425710.7142,TRUE
"207",528,0,"F4_206",0.251873628149099,"F3_523",1,285759.7191,4425709.8463,TRUE
"208",529,0,"F4_207",0.328965145181073,"F3_604",1,285758.7527,4425709.3159,TRUE
"209",530,0,"F4_208",0.12708377587264,"F3_607",1,285754.4834,4425709.3731,TRUE
"210",531,0,"F4_209",0.204453521117359,"F3_577",1,285759.6932,4425708.3299,TRUE
"211",532,0,"F4_210",0.143993450312677,"F3_618",1,285758.6255,4425708.2447,TRUE
"212",533,0,"F4_211",0.923064996524882,"F3_400",1,285844.3034,4425704.5079,TRUE
"213",534,0,"F4_212",0.274671779814461,"F3_393",1,285838.6232,4425706.2285,TRUE
"214",535,0,"F4_213",0.237294520767869,"F3_394",1,285829.349,4425706.3685,TRUE
"215",536,0,"F4_214",2.94293981538059,"F3_408",0,285816.2992,4425704.398,TRUE
"216",537,0,"F4_215",0.129890306877062,"F3_405",1,285814.8532,4425698.9702,TRUE
"217",538,0,"F4_216",0.0399328169229508,"F3_410",0,285807.344,4425699.0864,TRUE
"218",539,0,"F4_217",0.328507495413589,"F3_458",0,285792.2889,4425706.1951,TRUE
"219",540,0,"F4_218",0.495043706320617,"F3_429",1,285793.1367,4425706.0137,TRUE
"220",541,0,"F4_219",0.155221536302996,"F3_447",1,285793.5504,4425705.4548,TRUE
"221",542,0,"F4_220",0.372656536971838,"F3_441",1,285787.8691,4425704.5414,TRUE
"222",543,0,"F4_221",0.0923939335935071,"F3_415",0,285793.1724,4425704.2428,TRUE
"223",544,0,"F4_222",0.124836748410146,"F3_422",1,285786.3727,4425703.092,TRUE
"224",545,0,"F4_223",0.279002482547246,"F3_417",1,285780.4303,4425701.2355,TRUE
"225",546,0,"F4_224",0.12279600758388,"F3_418",1,285785.72,4425700.4159,TRUE
"226",547,0,"F4_225",0.102452624596427,"F3_449",1,285779.4208,4425699.9323,TRUE
"227",548,0,"F4_226",0.115745301775514,"F3_448",1,285786.1052,4425699.1227,TRUE
"228",549,0,"F4_227",0.185700672666701,"F3_442",1,285786.3405,4425698.2042,TRUE
"229",550,0,"F4_228",0.130871677827014,"F3_461",1,285769.4361,4425705.7182,TRUE
"230",551,0,"F4_229",0.969452970069924,"F3_451",0,285776.1494,4425703.0623,TRUE
"231",552,0,"F4_230",1.34389780722143,"F3_427",0,285776.6418,4425703.1232,TRUE
"232",553,0,"F4_231",0.531218358582818,"F3_451",0,285774.9785,4425702.9417,TRUE
"233",554,0,"F4_232",0.157999802171834,"F3_456",1,285774.6794,4425701.8469,TRUE
"234",555,0,"F4_233",0.152747580727868,"F3_473",1,285771.1991,4425701.6379,TRUE
"235",556,0,"F4_234",1.33169276821386,"F3_473",0,285770.3005,4425700.6416,TRUE
"236",557,0,"F4_235",0.239387260503123,"F3_432",1,285775.2349,4425700.3603,TRUE
"237",558,0,"F4_236",0.121104204443343,"F3_467",1,285768.5272,4425706.1611,TRUE
"238",559,0,"F4_237",0.174221806635756,"F3_465",1,285766.1143,4425703.4816,TRUE
"239",560,0,"F4_238",0.211092347112357,"F3_474",1,285766.4106,4425701.3638,TRUE
"240",561,0,"F4_239",0.258263949379299,"F3_470",1,285766.5889,4425700.7505,TRUE
"241",562,0,"F4_240",0.179582663707146,"F3_471",1,285764.111,4425700.2165,TRUE
"242",563,0,"F4_241",0.0681869853507559,"F3_472",1,285765.217,4425699.4689,TRUE
"243",564,0,"F4_242",0.150374468400676,"F3_387",1,285862.1425,4425690.1835,TRUE
"244",565,0,"F4_243",0.140224440644663,"F3_414",1,285780.4023,4425697.2573,TRUE
"245",566,0,"F4_244",0.200598959447539,"F3_437",1,285779.3556,4425697.0519,TRUE
"246",567,0,"F4_245",0.176670206162732,"F3_434",1,285780.8088,4425694.5894,TRUE
"247",568,0,"F4_246",0.131297758038889,"F3_446",1,285779.1931,4425689.7245,TRUE
"248",569,0,"F4_247",0.038419620297274,"F3_416",1,285777.7735,4425697.3625,TRUE
"249",570,0,"F4_248",0.106430640923037,"F3_419",1,285777.4622,4425690.6392,TRUE
"250",571,0,"F4_249",0.369754344273495,"F3_444",1,285775.7659,4425689.3405,TRUE
"251",572,0,"F4_250",0.0318941377697111,"F3_392",1,285855.271,4425688.4934,TRUE
"252",573,0,"F4_251",0.320238574619765,"F3_365",1,285837.3444,4425681.0352,TRUE
"253",574,0,"F4_252",0.25177249642902,"F3_360",1,285830.5581,4425676.7467,TRUE
"254",575,0,"F4_253",0.11488416489413,"F3_372",1,285828.7129,4425671.4405,TRUE
"255",576,0,"F4_254",0.237505447182348,"F3_318",1,285737.6756,4425675.2397,TRUE
"256",577,0,"F4_255",0.174248348953754,"F3_232",1,285725.716,4425671.6492,TRUE
"257",578,0,"F4_256",0.175347878613889,"F3_243",1,285724.2618,4425675.3017,TRUE
"258",579,0,"F4_257",0.193095834460125,"F3_242",1,285723.8992,4425674.0257,TRUE
"259",580,0,"F4_258",0.109442745349269,"F3_236",1,285722.9888,4425673.7404,TRUE
"260",581,0,"F4_259",0.333446955679504,"F3_271",1,285715.1004,4425673.6799,TRUE
"261",582,0,"F4_260",0.116412012099269,"F3_261",1,285714.5628,4425672.8927,TRUE
"262",583,0,"F4_261",0.156475054554076,"F3_257",1,285715.187,4425671.7652,TRUE
"263",584,0,"F4_262",0.0952140019426818,"F3_264",1,285712.3863,4425671.5357,TRUE
"264",585,0,"F4_263",0.356378925765359,"F3_284",1,285713.9224,4425671.1503,TRUE
"265",586,0,"F4_264",0.176307372019141,"F3_334",1,285832.348,4425665.0728,TRUE
"266",587,0,"F4_265",0.0608620653467552,"F3_348",1,285832.4496,4425662.444,TRUE
"267",588,0,"F4_266",0.0866385474540625,"F3_341",1,285830.9634,4425663.7702,TRUE
"268",589,0,"F4_267",0.281022492101462,"F3_347",1,285831.9304,4425663.5838,TRUE
"269",590,0,"F4_268",0.196447012151935,"F3_346",1,285831.3005,4425662.4654,TRUE
"270",591,0,"F4_269",0.235111147375525,"F3_193",1,285735.8087,4425669.473,TRUE
"271",592,0,"F4_270",0.0754444320821652,"F3_206",1,285733.4558,4425668.4472,TRUE
"272",593,0,"F4_271",0.164477543265218,"F3_194",1,285736.8061,4425667.5774,TRUE
"273",594,0,"F4_272",0.128036222940671,"F3_221",1,285738.111,4425667.4562,TRUE
"274",595,0,"F4_273",0.0357353528734076,"F3_215",1,285733.4886,4425667.3308,TRUE
"275",596,0,"F4_274",0.176529815167131,"F3_218",1,285739.0922,4425667.1579,TRUE
"276",597,0,"F4_275",0.0661181512281803,"F3_203",1,285734.4823,4425666.7572,TRUE
"277",598,0,"F4_276",0.208032451212334,"F3_204",1,285738.5434,4425666.3185,TRUE
"278",599,0,"F4_277",0.175601779162264,"F3_217",1,285737.4374,4425666.343,TRUE
"279",600,0,"F4_278",0.0811581872647981,"F3_205",1,285737.956,4425665.1389,TRUE
"280",601,0,"F4_279",0.271863418536508,"F3_223",1,285734.0955,4425665.2106,TRUE
"281",602,0,"F4_280",0.228385881555422,"F3_201",1,285740.4206,4425664.4449,TRUE
"282",603,0,"F4_281",0.163446020578986,"F3_200",1,285734.2445,4425664.3018,TRUE
"283",604,0,"F4_282",0.182362030721437,"F3_222",1,285736.5573,4425664.2397,TRUE
"284",605,0,"F4_283",0.0959654049121149,"F3_216",1,285739.4817,4425663.9462,TRUE
"285",606,0,"F4_284",0.0838952367969849,"F3_195",1,285734.3263,4425663.37,TRUE
"286",607,0,"F4_285",0.18385225044106,"F3_209",1,285739.6869,4425662.6924,TRUE
"287",608,0,"F4_286",0.122917073324324,"F3_228",1,285725.8702,4425667.796,TRUE
"288",609,0,"F4_287",0.112508365211218,"F3_202",1,285732.8858,4425665.8307,TRUE
"289",610,0,"F4_288",0.256713698461938,"F3_238",1,285725.4588,4425665.7711,TRUE
"290",611,0,"F4_289",0.228704862183493,"F3_211",1,285733.3135,4425665.1862,TRUE
"291",612,0,"F4_290",0.135471054362073,"F3_226",1,285726.3088,4425664.754,TRUE
"292",613,0,"F4_291",0.0618520952336264,"F3_240",1,285725.257,4425664.3648,TRUE
"293",614,0,"F4_292",0.109706945560131,"F3_278",1,285715.7741,4425670.7921,TRUE
"294",615,0,"F4_293",0.127525299253666,"F3_281",1,285716.8121,4425669.8582,TRUE
"295",616,0,"F4_294",0.192795939470874,"F3_252",1,285716.9503,4425668.876,TRUE
"296",617,0,"F4_295",1.27674103329185,"F3_241",0,285724.2282,4425668.6884,TRUE
