"","CLASS_ID","Flight","UFID","dist","nnid","Nesting","observed","coords.x1","coords.x2","optional"
"1",0,"F3_","F3_0",0.0913252687095999,"F4_818",1,1,285241.22414754,4426055.97588419,TRUE
"2",0,"F3_","F3_1",0.177199695552068,"F4_2",1,1,285240.334571877,4426055.66058481,TRUE
"3",0,"F3_","F3_2",0.273302388852187,"F4_11",1,1,285246.379919275,4426046.82252029,TRUE
"4",0,"F3_","F3_3",0.0362483980174601,"F4_13",1,1,285245.340389267,4426046.31934096,TRUE
"5",0,"F3_","F3_4",0.289865831019852,"F4_16",1,1,285246.66301085,4426045.69591266,TRUE
"6",0,"F3_","F3_5",0.127044610031239,"F4_20",1,1,285244.306371189,4426042.80138013,TRUE
"7",0,"F3_","F3_6",0.168035610843278,"F4_819",1,1,285239.686771475,4426055.10276963,TRUE
"8",0,"F3_","F3_7",0.106224560570987,"F4_0",1,1,285241.836004774,4426054.86657715,TRUE
"9",0,"F3_","F3_8",0.0431917255527259,"F4_3",1,1,285238.459156027,4426054.51630182,TRUE
"10",0,"F3_","F3_9",0.302110262254629,"F4_817",1,1,285240.40077225,4426054.59065683,TRUE
"11",0,"F3_","F3_10",0.0481547634375923,"F4_816",1,1,285242.445952705,4426054.30774482,TRUE
"12",0,"F3_","F3_11",0.333847107662823,"F4_4",1,1,285237.840507798,4426054.07519362,TRUE
"13",0,"F3_","F3_12",0.196468463395229,"F4_1",1,1,285243.581010627,4426053.57971872,TRUE
"14",0,"F3_","F3_13",0.0599228524407482,"F4_822",1,1,285237.987155164,4426053.40146154,TRUE
"15",0,"F3_","F3_14",0.282852837376492,"F4_820",1,1,285241.292519855,4426053.44097233,TRUE
"16",0,"F3_","F3_15",0.153363291243603,"F4_821",1,1,285238.409716197,4426052.26242907,TRUE
"17",0,"F3_","F3_16",0.100150839603577,"F4_5",1,1,285239.123753945,4426051.46022837,TRUE
"18",0,"F3_","F3_17",0.204218845003387,"F4_6",1,1,285239.936503364,4426050.7726268,TRUE
"19",0,"F3_","F3_18",0.0824348091040158,"F4_815",1,1,285245.004121983,4426047.2510986,TRUE
"20",0,"F3_","F3_19",0.152079494863097,"F4_10",1,1,285241.630576373,4426046.96169581,TRUE
"21",0,"F3_","F3_20",0.215358203502427,"F4_9",1,1,285243.745103975,4426047.06666766,TRUE
"22",0,"F3_","F3_21",0.0623688554269535,"F4_12",1,1,285242.608134808,4426046.83038093,TRUE
"23",0,"F3_","F3_22",0.252995028973138,"F4_14",1,1,285244.255345549,4426046.11351419,TRUE
"24",0,"F3_","F3_23",0.243184489883802,"F4_15",1,1,285240.527163667,4426045.70485796,TRUE
"25",0,"F3_","F3_24",0.211626158872426,"F4_17",1,1,285243.256235169,4426045.6731997,TRUE
"26",0,"F3_","F3_25",0.205956832345565,"F4_813",1,1,285241.559276516,4426045.46349477,TRUE
"27",0,"F3_","F3_26",0.271379341720246,"F4_814",1,1,285244.073927725,4426044.80351975,TRUE
"28",0,"F3_","F3_27",0.144951847320474,"F4_18",1,1,285243.056437686,4426044.06801497,TRUE
"29",0,"F3_","F3_28",0.287735491559855,"F4_29",1,1,285257.645068842,4426035.49432062,TRUE
"30",0,"F3_","F3_29",0.296401272796199,"F4_800",1,1,285245.896800573,4426043.53546424,TRUE
"31",0,"F3_","F3_30",0.12429984196982,"F4_799",1,1,285245.869856475,4426042.87920267,TRUE
"32",0,"F3_","F3_31",0.0880621475113256,"F4_798",1,1,285246.184167542,4426041.65867428,TRUE
"33",0,"F3_","F3_32",0.14868575846971,"F4_797",1,1,285245.947235859,4426040.63431124,TRUE
"34",0,"F3_","F3_33",0.186655551211178,"F4_7",1,1,285250.849110456,4426039.33968815,TRUE
"35",0,"F3_","F3_34",0.171495233443286,"F4_23",1,1,285247.908258476,4426039.01881367,TRUE
"36",0,"F3_","F3_35",0.279688856568944,"F4_8",1,1,285251.951312149,4426038.26010244,TRUE
"37",0,"F3_","F3_36",0.325554926086551,"F4_793",1,1,285247.183475925,4426038.25139702,TRUE
