"","PCC","PCC.sd","Kappa","Kappa.sd","sensitivity","sensitivity.sd","specificity","specificity.sd","AUC","AUC.sd","nestimate","colony","flight"
"1",0.999044890162369,0.000955109837631345,0.982559592224276,0.017429425693443,0.99901768172888,0.000982318271119837,1,0,0.99950884086444,0.000491159135559921,1017,"sslope","f1f3f4"
"11",0.999044890162369,0.000955109837631345,0.982559592224276,0.017429425693443,0.99901768172888,0.000982318271119837,1,0,0.99950884086444,0.000491159135559921,1017,"sslope","f1f4f3"
"12",0.999035679845709,0.000964320154291245,0.973867903132323,0.026110574126988,0.99901768172888,0.000982318271119837,1,0,0.99950884086444,0.000491159135559921,1017,"sslope","f3f4f1"
"13",0.999035679845709,0.000964320154291245,0.973867903132323,0.026110574126988,0.99901768172888,0.000982318271119837,1,0,0.99950884086444,0.000491159135559921,1017,"sslope","f3f1f4"
"14",0.999044890162369,0.000955109837631345,0.982559592224276,0.017429425693443,0.99901768172888,0.000982318271119837,1,0,0.99950884086444,0.000491159135559921,1017,"sslope","f4f1f3"
"15",0.999044890162369,0.000955109837631345,0.982559592224276,0.017429425693443,0.99901768172888,0.000982318271119837,1,0,0.99950884086444,0.000491159135559921,1017,"sslope","f4f3f1"
