"","CLASS_ID","UFID","dist","nnid","Nesting","coords.x1","coords.x2","optional"
"587",0,"F1_586",0.227579397762948,"F4_256",1,286081.501603432,4425392.74756465,TRUE
"588",0,"F1_587",0.236129610734798,"F4_203",1,286083.091928831,4425393.40796597,TRUE
"589",0,"F1_588",0.108704638672855,"F4_611",1,286084.065597444,4425395.48230345,TRUE
"590",0,"F1_589",0.195073869938986,"F4_610",1,286087.520851023,4425392.80725477,TRUE
"591",0,"F1_590",0.537047813428721,"F4_242",1,286089.946555875,4425391.58805233,TRUE
"592",0,"F1_591",0.363869890456937,"F4_244",1,286087.978051938,4425390.7244506,TRUE
"593",0,"F1_592",0.29324551958598,"F4_243",1,286089.082954147,4425390.86415088,TRUE
"594",0,"F1_593",1.16406956387116,"F4_243",0,286089.362354706,4425389.63224841,TRUE
"595",0,"F1_594",0.374304400900629,"F4_609",1,286087.520851022,4425389.84814885,TRUE
"596",0,"F1_595",0.111728340326748,"F4_248",1,286088.232052447,4425387.70184455,TRUE
"597",0,"F1_596",0.288060940965476,"F4_249",1,286089.1591543,4425387.75264465,TRUE
"598",0,"F1_597",0.156350131087316,"F4_251",1,286084.028344036,4425387.31449378,TRUE
"599",0,"F1_598",0.158547639303723,"F4_254",1,286084.525761699,4425385.06023927,TRUE
"600",0,"F1_599",0.140980620894099,"F4_359",1,286084.483428281,4425383.86432021,TRUE
"601",0,"F1_600",0.124314256190967,"F4_262",1,286082.483174279,4425385.45182339,TRUE
"602",0,"F1_601",0.176900106010147,"F4_363",1,286079.858502364,4425383.30834132,TRUE
"603",0,"F1_602",0.0956562360298102,"F4_362",1,286081.827006301,4425383.31892468,TRUE
"604",0,"F1_603",2.5147118299469,"F4_360",0,286085.758087495,4425380.22731516,TRUE
"605",0,"F1_604",0.0400889109487419,"F4_370",1,286079.340341325,4425381.86985178,TRUE
"606",0,"F1_605",0.0340205489589021,"F4_261",1,286077.386654085,4425385.43644224,TRUE
"607",0,"F1_606",0.199355147099996,"F4_364",1,286077.183453678,4425382.77790359,TRUE
"608",0,"F1_607",0.0730795603425034,"F4_369",1,286076.539985725,4425382.08363554,TRUE
"609",0,"F1_608",0.155440193568048,"F4_368",1,286075.490116959,4425382.13443564,TRUE
"610",0,"F1_609",0.0268281007421444,"F4_366",1,286074.57571513,4425382.72710349,TRUE
"611",0,"F1_610",0.035417388531293,"F4_607",1,286077.53905439,4425378.08736088,TRUE
