"","CLASS_ID","Flight","UFID","dist","nnid","Nesting","coords.x1","coords.x2","optional"
"1",0,"F3_","F3_0",0.221355027085102,"F1_7",1,285949.233222476,4425342.37590417,TRUE
"2",0,"F3_","F3_1",0.0444044040604653,"F1_9",1,285949.345215642,4425341.50976372,TRUE
"3",0,"F3_","F3_2",0.269919164402005,"F1_22",1,285939.398283465,4425349.11696142,TRUE
"4",0,"F3_","F3_3",0.290514404398617,"F1_23",1,285938.254766444,4425348.93192123,TRUE
"5",0,"F3_","F3_4",0.0760204571825133,"F1_24",1,285940.727761726,4425348.47362542,TRUE
"6",0,"F3_","F3_5",0.112064653301761,"F1_25",1,285938.482673559,4425348.13560142,TRUE
"7",0,"F3_","F3_6",0.0373318882819585,"F1_26",1,285941.080590226,4425347.33328017,TRUE
"8",0,"F3_","F3_7",0.101463874299424,"F1_998",1,285939.380015299,4425347.32607678,TRUE
"9",0,"F3_","F3_8",0.111554383590527,"F1_0",1,285944.770760476,4425347.06518176,TRUE
"10",0,"F3_","F3_9",0.225259233248995,"F1_2",1,285945.013048541,4425346.07776772,TRUE
"11",0,"F3_","F3_10",0.171769031659374,"F1_1",1,285944.030889208,4425346.02798343,TRUE
"12",0,"F3_","F3_11",0.174863777353773,"F1_29",1,285939.451659859,4425346.03358695,TRUE
"13",0,"F3_","F3_12",0.0390580098520918,"F1_27",1,285943.062417758,4425345.94333444,TRUE
"14",0,"F3_","F3_13",0.267289449972613,"F1_28",1,285940.367196962,4425345.83306622,TRUE
"15",0,"F3_","F3_14",0.042081076492956,"F1_997",1,285938.090882048,4425345.17448392,TRUE
"16",0,"F3_","F3_15",0.166604861763855,"F1_31",1,285940.734865716,4425344.88066253,TRUE
"17",0,"F3_","F3_16",1.27770652049763,"F1_999",0,285947.476283023,4425344.83944013,TRUE
"18",0,"F3_","F3_17",0.0677567228687275,"F1_33",1,285939.818100886,4425344.65884111,TRUE
"19",0,"F3_","F3_18",0.0809261847295802,"F1_32",1,285943.067091849,4425344.47762474,TRUE
"20",0,"F3_","F3_19",0.0208232651380672,"F1_999",1,285946.202872593,4425344.58975692,TRUE
"21",0,"F3_","F3_20",0.199028929099877,"F1_3",1,285945.158297812,4425344.46572392,TRUE
"22",0,"F3_","F3_21",0.149017318206458,"F1_34",1,285941.952076476,4425344.22583592,TRUE
"23",0,"F3_","F3_22",0.185588955197958,"F1_4",1,285944.192374098,4425344.19081885,TRUE
"24",0,"F3_","F3_23",0.0871695952372639,"F1_1000",1,285946.391271826,4425343.79737568,TRUE
"25",0,"F3_","F3_24",0.0894385010418789,"F1_36",1,285937.231958797,4425343.52661692,TRUE
"26",0,"F3_","F3_25",0.0772255592395776,"F1_5",1,285947.066478413,4425343.51498883,TRUE
"27",0,"F3_","F3_26",0.194144578162481,"F1_35",1,285940.558068226,4425343.40701367,TRUE
"28",0,"F3_","F3_27",0.128931068389898,"F1_37",1,285939.312073955,4425343.27150689,TRUE
"29",0,"F3_","F3_28",0.181736123354806,"F1_6",1,285948.213715303,4425342.98859371,TRUE
"30",0,"F3_","F3_29",0.159883036248084,"F1_1033",1,285946.587980225,4425342.78241892,TRUE
"31",0,"F3_","F3_30",0.274535033540784,"F1_39",1,285943.738945136,4425342.76765309,TRUE
"32",0,"F3_","F3_31",0.0265767613323873,"F1_1034",1,285947.455952725,4425342.53343642,TRUE
"33",0,"F3_","F3_32",0.217336723943769,"F1_991",1,285940.359031504,4425342.51965421,TRUE
"34",0,"F3_","F3_33",0.105810946805239,"F1_40",1,285939.088498663,4425342.18781017,TRUE
"35",0,"F3_","F3_34",0.193024485105622,"F1_1035",1,285948.165757037,4425341.96155913,TRUE
"36",0,"F3_","F3_35",0.148685937166194,"F1_8",1,285944.186338975,4425341.89646892,TRUE
"37",0,"F3_","F3_36",0.175716866196651,"F1_992",1,285941.95976769,4425341.65009045,TRUE
"38",0,"F3_","F3_37",0.199385261788738,"F1_43",1,285941.166904042,4425341.662437,TRUE
"39",0,"F3_","F3_38",0.0812182594600849,"F1_44",1,285940.001708663,4425341.55955236,TRUE
"40",0,"F3_","F3_39",0.148983340357599,"F1_46",1,285939.022913753,4425340.949979,TRUE
"41",0,"F3_","F3_40",0.28268788213563,"F1_10",1,285946.321055631,4425341.10234089,TRUE
"42",0,"F3_","F3_41",0.243776219042751,"F1_11",1,285943.826821021,4425341.03623006,TRUE
"43",0,"F3_","F3_42",0.0936077840137775,"F1_30",1,285936.670224309,4425345.7477674,TRUE
"44",0,"F3_","F3_43",0.221555666247153,"F1_990",1,285936.43333163,4425343.29161184,TRUE
"45",0,"F3_","F3_44",0.141247222612906,"F1_989",1,285936.565091575,4425342.25911779,TRUE
"46",0,"F3_","F3_45",0.451920200979162,"F1_38",1,285935.616682101,4425342.04949665,TRUE
"47",0,"F3_","F3_46",0.226023740167355,"F1_42",1,285935.303831007,4425341.15282464,TRUE
"48",0,"F3_","F3_47",0.345677790112381,"F1_41",1,285936.161497922,4425341.20681765,TRUE
"49",0,"F3_","F3_48",0.208061560080148,"F1_16",1,285949.183243491,4425339.49807571,TRUE
"50",0,"F3_","F3_49",0.32436976887203,"F1_18",1,285951.966094701,4425339.18214806,TRUE
"51",0,"F3_","F3_50",0.16904239012483,"F1_17",1,285950.763658507,4425339.14079527,TRUE
"52",0,"F3_","F3_51",0.176428484387181,"F1_20",1,285948.71493024,4425338.73342833,TRUE
"53",0,"F3_","F3_52",0.337242146923478,"F1_1013",1,285950.201109745,4425338.52592719,TRUE
