"","PCC","PCC.sd","Kappa","Kappa.sd","sensitivity","sensitivity.sd","specificity","specificity.sd","AUC","AUC.sd","nestimate","colony","flight"
"1",0.959183673469388,0.00685971675547431,0.0352885073915104,0.053864983447798,0.982758620689655,0.00457087144675543,0.0476190476190476,0.0476190476190476,0.515188834154351,0.0239189598536803,818,"c","f1"
"11",0.950363196125908,0.00756170508070661,0.0242033077853976,0.0453137721987257,0.96551724137931,0.00640723407997605,0.0714285714285714,0.0714285714285714,0.518472906403941,0.0358576821088666,797,"c","f3"
"12",0.957729468599034,0.00699660770938257,0.125739109448535,0.0760093539993263,0.972906403940887,0.00570109699263929,0.1875,0.100778221853732,0.580203201970443,0.0504696753182529,803,"c","f4"
"13",0.924050632911392,0.0299959528739033,0.361185983827494,0.202962046590772,0.972602739726027,0.0192377848702657,0.333333333333333,0.210818510677892,0.65296803652968,0.105847221044247,75,"bsouth","f1"
"14",0.934210526315789,0.028626612056282,-0.0326086956521745,0.0157998746115085,0.972602739726027,0.0192377848702657,0,0,0.513698630136986,0.00961889243513283,74,"bsouth","f3"
"15",0.879518072289157,0.0359481389331235,0.232902033271719,0.1599727396309,0.972602739726027,0.0192377848702657,0.2,0.133333333333333,0.586301369863014,0.0673570154929915,79,"bsouth","f4"
"16",0.967164179104478,0.00975103706470467,-0.0131976904041806,0.00571435831542254,0.990825688073395,0.00528051863717403,0,0,0.504587155963303,0.00264025931858702,332,"north","f1"
"17",0.964071856287425,0.010198821135719,0.124508519003932,0.128991741576663,0.981651376146789,0.00743312760963085,0.142857142857143,0.142857142857143,0.562254259501966,0.0715251960000236,327,"north","f3"
"18",0.981873111782477,0.00734399448345011,0.240825688073395,0.203955352503028,0.990825688073395,0.00528051863717403,0.25,0.25,0.620412844036697,0.125027880767729,327,"north","f4"
"19",0.966279069767442,0.00615891879078537,0.105965012905075,0.0783068513761548,0.976442873969376,0.00520818792997304,0.181818181818182,0.121967344227261,0.579130527893779,0.0610392461441103,838,"saddle","f1"
"110",0.963869463869464,0.00637464351298841,0.192090395480225,0.0862810979209992,0.969375736160188,0.00591671942505411,0.444444444444444,0.175682092231577,0.706910090302316,0.0878908486413958,828,"saddle","f3"
"111",0.967479674796748,0.0060485202545484,0.109485815602839,0.0806677371357683,0.978798586572438,0.00494687740944237,0.166666666666667,0.112366643743874,0.572732626619552,0.0562377413806037,841,"saddle","f4"
"112",0.95301655098772,0.00489068562057623,0.114258998527563,0.0470978144619009,0.981778023191607,0.00314387384378388,0.112903225806452,0.0405204031603568,0.547340624499029,0.0203210913524808,1833,"bluffn","f1"
"113",0.949838187702265,0.00507076767099431,0.0893428683095841,0.0432555914225672,0.969077857537272,0.00406887957267471,0.13953488372093,0.0534667007954521,0.554306370629101,0.0268106502855084,1792,"bluffn","f3"
"114",0.943935309973046,0.00534270215537053,0.0762483001666327,0.039499845765357,0.963556046383214,0.00440465548922553,0.136363636363636,0.0523335889830299,0.549959841373425,0.0262593103766239,1783,"bluffn","f4"
"115",0.95069033530572,0.00962521204140108,0.116293662413721,0.0879253125617073,0.963855421686747,0.00837238776003877,0.222222222222222,0.146986183948033,0.593038821954485,0.0736122190067814,487,"bluffs","f1"
"116",0.923679060665362,0.0117570215610791,0.059642334733166,0.0618092882367612,0.943775100401606,0.0103328567248202,0.153846153846154,0.104154338520974,0.54881062712388,0.0523328151374386,481,"bluffs","f3"
"117",0.950884086444008,0.00958833163416233,0.170415281309082,0.0964581725122666,0.965863453815261,0.00814496948836709,0.272727272727273,0.140835758043906,0.619295363271267,0.0705355429407191,489,"bluffs","f4"
