"","OBJECTID","CLASS_ID","Flight","UFID","dist","nnid","Nesting","coords.x1","coords.x2","optional"
"122",122,0,"F1_","F1_122",0.094770779614103,"F4_88",1,285266.3859,4426022.7818,TRUE
"123",123,0,"F1_","F1_123",0.249872585036998,"F4_72",1,285273.2121,4426022.7073,TRUE
"124",124,0,"F1_","F1_124",0.0783217649735163,"F4_73",1,285276.155,4426022.5176,TRUE
"125",125,0,"F1_","F1_125",0.138345145782055,"F4_74",1,285275.0968,4426022.0603,TRUE
"126",126,0,"F1_","F1_126",0.163205659491299,"F4_738",1,285267.4967,4426022.012,TRUE
"127",127,0,"F1_","F1_127",0.150543743300905,"F4_93",1,285265.4038,4426022.0537,TRUE
"128",128,0,"F1_","F1_128",0.212251902431842,"F4_740",1,285273.3253,4426021.8004,TRUE
"129",129,0,"F1_","F1_129",0.181943588014196,"F4_63",1,285277.0017,4426021.7824,TRUE
"130",130,0,"F1_","F1_130",0.208704849168902,"F4_75",1,285270.6105,4426021.8304,TRUE
"131",131,0,"F1_","F1_131",0.166691772160485,"F4_64",1,285278.4322,4426021.5105,TRUE
"132",132,0,"F1_","F1_132",0.346918159130385,"F4_76",1,285268.4027,4426021.3746,TRUE
"133",133,0,"F1_","F1_133",0.154583510390031,"F4_96",1,285267.206,4426021.1621,TRUE
"134",134,0,"F1_","F1_134",0.375178088040299,"F4_77",1,285274.4819,4426021.2822,TRUE
"135",135,0,"F1_","F1_135",0.130683673843083,"F4_78",1,285269.5234,4426021.0356,TRUE
"136",136,0,"F1_","F1_136",0.136360990450219,"F4_80",1,285273.5424,4426020.8102,TRUE
"137",137,0,"F1_","F1_137",0.303753411074159,"F4_97",1,285265.1233,4426020.8905,TRUE
"138",138,0,"F1_","F1_138",0.158723797746374,"F4_79",1,285272.29,4426020.9476,TRUE
"139",139,0,"F1_","F1_139",0.116311500396639,"F4_782",1,285258.1858,4426029.0531,TRUE
"140",140,0,"F1_","F1_140",0.204924065705986,"F4_98",1,285256.537,4426028.9179,TRUE
"141",141,0,"F1_","F1_141",0.0830133070073333,"F4_99",1,285257.2377,4426027.9325,TRUE
"142",142,0,"F1_","F1_142",0.568670963046254,"F4_100",0,285258.449,4426027.84,TRUE
"143",143,0,"F1_","F1_143",0.434063545339811,"F4_82",1,285259.6563,4426027.5914,TRUE
"144",144,0,"F1_","F1_144",0.136474752782488,"F4_778",1,285260.8215,4426027.4564,TRUE
"145",145,0,"F1_","F1_145",0.0894730400712995,"F4_100",1,285258.4426,4426027.207,TRUE
"146",146,0,"F1_","F1_146",0.166093747364949,"F4_776",1,285257.2411,4426026.9385,TRUE
"147",147,0,"F1_","F1_147",0.181498616680659,"F4_777",1,285259.3934,4426026.9342,TRUE
"148",148,0,"F1_","F1_148",0.0447705889009035,"F4_101",1,285255.7671,4426026.7802,TRUE
"149",149,0,"F1_","F1_149",0.228075067212811,"F4_102",1,285256.8491,4426026.1935,TRUE
"150",150,0,"F1_","F1_150",0.193420015710338,"F4_775",1,285257.8476,4426025.9444,TRUE
"151",151,0,"F1_","F1_151",0.200142979081925,"F4_774",1,285258.8095,4426025.8456,TRUE
"152",152,0,"F1_","F1_152",0.231873032026685,"F4_104",1,285255.2659,4426025.4764,TRUE
"153",153,0,"F1_","F1_153",0.078313359000355,"F4_105",1,285257.4335,4426024.9482,TRUE
"154",154,0,"F1_","F1_154",0.118677477509469,"F4_83",1,285259.4812,4426024.9527,TRUE
"155",155,0,"F1_","F1_155",0.197145801229316,"F4_106",1,285254.8135,4426024.6187,TRUE
"156",156,0,"F1_","F1_156",0.288754167812506,"F4_84",1,285260.1903,4426024.5503,TRUE
"157",157,0,"F1_","F1_157",0.118230717678171,"F4_85",1,285259.4059,4426023.875,TRUE
"158",158,0,"F1_","F1_158",0.185016621131324,"F4_86",1,285263.4097,4426023.7262,TRUE
"159",159,0,"F1_","F1_159",0.281760005099619,"F4_107",1,285257.4229,4426023.7654,TRUE
"160",160,0,"F1_","F1_160",0.0694192631184016,"F4_108",1,285255.2675,4426023.6342,TRUE
"161",161,0,"F1_","F1_161",0.183874817158799,"F4_731",1,285253.2471,4426023.5727,TRUE
"162",162,0,"F1_","F1_162",0.0794007297983991,"F4_734",1,285260.2231,4426023.0715,TRUE
"163",163,0,"F1_","F1_163",0.119647478469709,"F4_109",1,285256.9297,4426023.1331,TRUE
"164",164,0,"F1_","F1_164",0.116343092747354,"F4_732",1,285253.9357,4426023.0016,TRUE
"165",165,0,"F1_","F1_165",0.280581421009879,"F4_87",1,285264.4948,4426022.8417,TRUE
"166",166,0,"F1_","F1_166",0.175844053060814,"F4_111",1,285256.0601,4426022.6381,TRUE
"167",167,0,"F1_","F1_167",0.238677284156965,"F4_112",1,285252.5858,4426022.7031,TRUE
"168",168,0,"F1_","F1_168",0.231942456835102,"F4_110",1,285258.1083,4426022.6735,TRUE
"169",169,0,"F1_","F1_169",0.130565020167639,"F4_89",1,285262.4166,4426022.579,TRUE
"170",170,0,"F1_","F1_170",0.131729174326358,"F4_91",1,285261.1561,4426022.3569,TRUE
"171",171,0,"F1_","F1_171",0.152689669401512,"F4_92",1,285263.5817,4426022.3243,TRUE
"172",172,0,"F1_","F1_172",0.286935614845818,"F4_812",1,285259.6757,4426021.9931,TRUE
"173",173,0,"F1_","F1_173",0.146081951248791,"F4_114",1,285257.1822,4426021.8951,TRUE
"174",174,0,"F1_","F1_174",0.298737663508719,"F4_113",1,285253.7399,4426021.9477,TRUE
"175",175,0,"F1_","F1_175",0.198892612770899,"F4_115",1,285252.3971,4426021.7382,TRUE
"176",176,0,"F1_","F1_176",0.133124478452886,"F4_94",1,285264.2167,4426021.6645,TRUE
"177",177,0,"F1_","F1_177",0.12613103384564,"F4_116",1,285255.3147,4426021.4616,TRUE
"178",178,0,"F1_","F1_178",0.154286375209559,"F4_95",1,285262.9446,4426021.3903,TRUE
"179",179,0,"F1_","F1_179",0.223050385431892,"F4_118",1,285256.3789,4426021.1774,TRUE
"180",180,0,"F1_","F1_180",0.12922561580533,"F4_119",1,285258.119,4426021.0942,TRUE
"181",181,0,"F1_","F1_181",0.366530015098293,"F4_735",1,285260.4055,4426021.0729,TRUE
"182",182,0,"F1_","F1_182",0.177778307663295,"F4_733",1,285253.3669,4426021.1421,TRUE
"183",183,0,"F1_","F1_183",0.0460073635742029,"F4_120",1,285251.4418,4426020.6756,TRUE
"184",184,0,"F1_","F1_184",0.169503931270293,"F4_40",1,285245.4648,4426033.701,TRUE
"185",185,0,"F1_","F1_185",0.114911868948171,"F4_123",1,285246.4268,4426027.2836,TRUE
"186",186,0,"F1_","F1_186",0.121707414823615,"F4_780",1,285247.959,4426027.2141,TRUE
"187",187,0,"F1_","F1_187",0.157973656784731,"F4_781",1,285245.7291,4426026.6854,TRUE
"188",188,0,"F1_","F1_188",0.0953137384000947,"F4_124",1,285248.9291,4426026.6322,TRUE
"189",189,0,"F1_","F1_189",0.361917518994655,"F4_779",1,285247.0254,4426026.501,TRUE
"190",190,0,"F1_","F1_190",0.142183352026009,"F4_125",1,285246.3554,4426026.0701,TRUE
"191",191,0,"F1_","F1_191",0.240115733931713,"F4_126",1,285242.069,4426025.7273,TRUE
"192",192,0,"F1_","F1_192",0.232341181499461,"F4_127",1,285240.8012,4426025.4826,TRUE
"193",193,0,"F1_","F1_193",0.180242536572086,"F4_103",1,285249.6221,4426025.6576,TRUE
"194",194,0,"F1_","F1_194",0.304986085044241,"F4_128",1,285244.0933,4426025.4554,TRUE
"195",195,0,"F1_","F1_195",0.10893837235773,"F4_130",1,285246.8111,4426025.116,TRUE
"196",196,0,"F1_","F1_196",0.172060475073682,"F4_129",1,285245.2348,4426024.9749,TRUE
"197",197,0,"F1_","F1_197",0.204907731341419,"F4_131",1,285241.4669,4426025.0404,TRUE
"198",198,0,"F1_","F1_198",0.186199578753068,"F4_729",1,285249.2493,4426024.7948,TRUE
"199",199,0,"F1_","F1_199",0.274182629853492,"F4_132",1,285242.7723,4426024.6483,TRUE
"200",200,0,"F1_","F1_200",0.108593793026799,"F4_133",1,285243.1833,4426024.0944,TRUE
"201",201,0,"F1_","F1_201",0.248723893312404,"F4_134",1,285246.7538,4426023.7916,TRUE
"202",202,0,"F1_","F1_202",0.0557110119722465,"F4_135",1,285249.1077,4426023.6101,TRUE
"203",203,0,"F1_","F1_203",0.12595634191163,"F4_137",1,285247.6982,4426023.0655,TRUE
"204",204,0,"F1_","F1_204",0.102681262850234,"F4_138",1,285243.6648,4426022.9276,TRUE
"205",205,0,"F1_","F1_205",0.257800401217007,"F4_136",1,285241.79,4426023.0641,TRUE
"206",206,0,"F1_","F1_206",0.161600864765449,"F4_727",1,285242.7556,4426022.3152,TRUE
"207",207,0,"F1_","F1_207",0.111273791409366,"F4_725",1,285240.8861,4426022.2043,TRUE
"208",208,0,"F1_","F1_208",0.135946401835414,"F4_726",1,285241.834,4426021.7648,TRUE
"209",209,0,"F1_","F1_209",0.186504889308928,"F4_117",1,285249.906,4426021.6722,TRUE
"210",210,0,"F1_","F1_210",0.271377336140985,"F4_139",1,285244.7742,4426021.3458,TRUE
"211",211,0,"F1_","F1_211",1.73365941024651,"F4_722",0,285238.8193,4426021.3382,TRUE
"212",212,0,"F1_","F1_212",0.199982812955083,"F4_140",1,285243.189,4426021.1594,TRUE
"213",213,0,"F1_","F1_213",0.166588465974341,"F4_760",1,285293.8198,4426020.3958,TRUE
"214",214,0,"F1_","F1_214",0.352688852295465,"F4_759",1,285292.6457,4426020.1064,TRUE
"215",215,0,"F1_","F1_215",0.176004532623453,"F4_151",1,285292.9857,4426018.6912,TRUE
"216",216,0,"F1_","F1_216",0.0692557729252463,"F4_143",1,285294.5849,4426016.193,TRUE
"217",217,0,"F1_","F1_217",0.150233172508076,"F4_670",1,285293.7691,4426015.7986,TRUE
"218",218,0,"F1_","F1_218",0.224826530705679,"F4_165",1,285293.4541,4426014.2925,TRUE
"219",219,0,"F1_","F1_219",0.0556516256973546,"F4_667",1,285295.3867,4426014.2609,TRUE
"220",220,0,"F1_","F1_220",0.196031765757603,"F4_665",1,285297.1433,4426013.9045,TRUE
"221",221,0,"F1_","F1_221",0.105882570189989,"F4_144",1,285298.9464,4426013.5585,TRUE
"222",222,0,"F1_","F1_222",0.27032096584871,"F4_170",1,285293.5099,4426013.0454,TRUE
"223",223,0,"F1_","F1_223",0.191163283616681,"F4_146",1,285297.9881,4426012.6604,TRUE
"224",224,0,"F1_","F1_224",1.07472017006314,"F4_310",0,285299.3479,4426012.435,TRUE
"225",225,0,"F1_","F1_225",0.0480730517646044,"F4_147",1,285295.7889,4426012.5323,TRUE
"226",226,0,"F1_","F1_226",0.280429209305874,"F4_148",1,285296.2576,4426011.6301,TRUE
"227",227,0,"F1_","F1_227",0.113457794277446,"F4_176",1,285293.8555,4426011.652,TRUE
"228",228,0,"F1_","F1_228",0.0663214113095442,"F4_666",1,285297.4435,4426011.5365,TRUE
"229",229,0,"F1_","F1_229",0.131151796381017,"F4_310",1,285298.9524,4426011.3495,TRUE
"230",230,0,"F1_","F1_230",0.164466743606042,"F4_668",1,285295.3283,4426011.1085,TRUE
"231",231,0,"F1_","F1_231",0.103898595440017,"F4_311",1,285299.8525,4426011.0495,TRUE
"232",232,0,"F1_","F1_232",0.014439786839306,"F4_347",1,285292.9186,4426010.8923,TRUE
"233",233,0,"F1_","F1_233",0.274447765266811,"F4_313",1,285296.257,4426010.6501,TRUE
"234",234,0,"F1_","F1_234",0.0922547422688965,"F4_312",1,285298.2945,4426010.7117,TRUE
"235",235,0,"F1_","F1_235",0.280768300076557,"F4_314",1,285300.9404,4426010.5104,TRUE
"236",236,0,"F1_","F1_236",0.0400977981945858,"F4_315",1,285297.2275,4426010.2963,TRUE
"237",237,0,"F1_","F1_237",0.190068556833083,"F4_348",1,285294.08,4426010.2873,TRUE
"238",238,0,"F1_","F1_238",0.146492892957445,"F4_316",1,285300.1775,4426010.0679,TRUE
"239",239,0,"F1_","F1_239",0.167922376251364,"F4_317",1,285296.4166,4426009.1964,TRUE
"240",240,0,"F1_","F1_240",0.0716195921397772,"F4_354",1,285293.2155,4426009.3479,TRUE
"241",241,0,"F1_","F1_241",0.140381871572171,"F4_355",1,285294.1855,4426009.1622,TRUE
"242",242,0,"F1_","F1_242",0.0919469615649129,"F4_318",1,285298.0082,4426009.0865,TRUE
"243",243,0,"F1_","F1_243",0.187989911881634,"F4_319",0,285300.3937,4426009.1278,TRUE
"244",244,0,"F1_","F1_244",0.138329210904495,"F4_321",1,285295.4046,4426008.432,TRUE
"245",245,0,"F1_","F1_245",0.173276448550534,"F4_358",1,285293.8346,4426008.0165,TRUE
"246",246,0,"F1_","F1_246",0.205030732924255,"F4_323",1,285295.9108,4426007.7757,TRUE
"247",247,0,"F1_","F1_247",0.141864678220007,"F4_325",1,285297.8893,4426007.5737,TRUE
"248",248,0,"F1_","F1_248",0.077544746448372,"F4_327",1,285294.9103,4426007.4959,TRUE
"249",249,0,"F1_","F1_249",0.240382956881135,"F4_324",1,285301.5624,4426007.6495,TRUE
"250",250,0,"F1_","F1_250",0.0757966562209595,"F4_326",1,285297.0589,4426007.4558,TRUE
"251",251,0,"F1_","F1_251",0.191848817962838,"F4_328",1,285299.9792,4426007.1926,TRUE
"252",252,0,"F1_","F1_252",0.150180886934785,"F4_329",1,285301.6137,4426006.7229,TRUE
"253",253,0,"F1_","F1_253",0.0654367973513403,"F4_52",1,285291.8293,4426020.5883,TRUE
"254",254,0,"F1_","F1_254",0.274200977462269,"F4_51",1,285286.6701,4426020.5723,TRUE
"255",255,0,"F1_","F1_255",0.18251660873186,"F4_67",1,285281.8501,4426020.5568,TRUE
"256",256,0,"F1_","F1_256",0.0912670151484558,"F4_752",1,285289.6386,4426020.2819,TRUE
"257",257,0,"F1_","F1_257",0.138355044632349,"F4_178",1,285284.6798,4426020.0782,TRUE
"258",258,0,"F1_","F1_258",0.0787241714444269,"F4_149",1,285285.5811,4426019.9503,TRUE
"259",259,0,"F1_","F1_259",0.325864587409392,"F4_177",1,285282.2976,4426019.9408,TRUE
"260",260,0,"F1_","F1_260",0.123809229540797,"F4_150",1,285291.7777,4426019.6694,TRUE
"261",261,0,"F1_","F1_261",0.0886964121128219,"F4_180",1,285283.7363,4426019.4905,TRUE
"262",262,0,"F1_","F1_262",0.0734412910837575,"F4_181",1,285281.7439,4426019.2017,TRUE
"263",263,0,"F1_","F1_263",0.0767890602783636,"F4_686",1,285280.4252,4426019.1744,TRUE
"264",264,0,"F1_","F1_264",0.113579708267819,"F4_678",1,285289.1801,4426019.2461,TRUE
"265",265,0,"F1_","F1_265",0.140023305095122,"F4_679",1,285285.4919,4426018.617,TRUE
"266",266,0,"F1_","F1_266",0.135984037094248,"F4_183",1,285282.5859,4426018.582,TRUE
"267",267,0,"F1_","F1_267",0.171754847950487,"F4_152",1,285292.054,4426018.3168,TRUE
"268",268,0,"F1_","F1_268",0.0890180687440459,"F4_184",1,285281.5914,4426018.1439,TRUE
"269",269,0,"F1_","F1_269",0.258317312543435,"F4_153",1,285286.8443,4426018.1895,TRUE
"270",270,0,"F1_","F1_270",0.112047334411359,"F4_154",1,285288.2166,4426018.0625,TRUE
"271",271,0,"F1_","F1_271",0.219997758142675,"F4_185",1,285284.3147,4426017.7793,TRUE
"272",272,0,"F1_","F1_272",0.351321164840088,"F4_155",1,285291.1503,4426017.6932,TRUE
