UFID,dist,nnid2,Observed,Nesting
F4_156,0.385793648,F4_157,0,0
F4_157,0.385793648,F4_156,0,1
F4_258,0.522603926,F4_260,1,0
F4_260,0.522603926,F4_258,1,1
F4_401,0.559842712,F4_402,1,0
F4_402,0.559842712,F4_401,1,1
F4_505,0.577211646,F4_508,1,0
F4_508,0.577211646,F4_505,1,1
F4_42,0.583105553,F4_763,1,0
F4_763,0.583105553,F4_42,1,1
F4_70,0.604747666,F4_73,1,0
F4_73,0.604747666,F4_70,1,1
F4_309,0.639799518,F4_459,1,0
F4_459,0.639799518,F4_309,1,1
F4_90,0.640240303,F4_812,0,0
F4_812,0.640240303,F4_90,1,1
F4_625,0.650779497,F4_626,0,0
F4_626,0.650779497,F4_625,1,1
F4_286,0.65926922,F4_716,1,0
F4_716,0.65926922,F4_286,1,1
F4_430,0.663220216,F4_721,1,0
F4_721,0.663220216,F4_430,1,1
F4_243,0.672608082,F4_244,1,0
F4_244,0.672608082,F4_243,0,1
F4_34,0.675787239,F4_792,1,0
F4_792,0.675787239,F4_34,1,1
F4_254,0.693255045,F4_703,1,0
F4_703,0.693255045,F4_254,1,1
F4_555,0.696671763,F4_557,1,0
F4_557,0.696671763,F4_555,1,1
F4_417,0.70251785,F4_430,1,1
F4_419,0.713401227,F4_420,1,0
F4_420,0.713401227,F4_419,1,1
F4_233,0.716041111,F4_235,1,0
F4_235,0.716041111,F4_233,1,1
F4_458,0.717404077,F4_309,1,1
F4_23,0.724246534,F4_24,1,0
F4_24,0.724246534,F4_23,1,1
F4_60,0.726546701,F4_747,1,0
F4_747,0.726546701,F4_60,1,1
F4_65,0.736567169,F4_67,1,0
F4_67,0.736567169,F4_65,1,1
F4_440,0.736860752,F4_441,1,0
F4_441,0.736860752,F4_440,1,1
F4_74,0.739593044,F4_77,1,0
F4_77,0.739593044,F4_74,1,1
F4_177,0.741056334,F4_67,1,1
F4_295,0.748689245,F4_298,1,1
F4_298,0.748689245,F4_295,1,1
F4_700,0.749539424,F4_736,1,1
F4_736,0.749539424,F4_700,1,1
F4_418,0.750106856,F4_721,1,1
F4_102,0.750948334,F4_776,1,1
F4_776,0.750948334,F4_102,1,1
F4_96,0.753569436,F4_738,1,1
F4_738,0.753569436,F4_96,1,1
F4_590,0.758230141,F4_591,1,1
F4_591,0.758230141,F4_590,1,1
F4_313,0.76298775,F4_315,1,1
F4_315,0.76298775,F4_313,1,1
F4_47,0.763438003,F4_827,1,1
F4_827,0.763438003,F4_47,1,1
F4_30,0.764657396,F4_32,1,1
F4_32,0.764657396,F4_30,1,1
F4_775,0.777336588,F4_102,1,1
F4_155,0.777410611,F4_675,1,1
F4_675,0.777410611,F4_155,1,1
F4_175,0.783239671,F4_345,1,1
F4_345,0.783239671,F4_175,1,1
F4_249,0.787467961,F4_244,1,1
F4_55,0.79253504,F4_772,1,1
F4_772,0.79253504,F4_55,1,1
F4_570,0.792836969,F4_571,1,1
F4_571,0.792836969,F4_570,1,1
F4_553,0.792919801,F4_607,1,1
F4_607,0.792919801,F4_553,1,1
F4_151,0.796856296,F4_152,1,1
F4_152,0.796856296,F4_151,1,1
F4_602,0.80086349,F4_603,1,1
F4_603,0.80086349,F4_602,1,1
F4_217,0.801349576,F4_218,1,1
F4_218,0.801349576,F4_217,1,1
F4_200,0.801429266,F4_689,1,1
F4_689,0.801429266,F4_200,1,1
F4_655,0.805678498,F4_656,1,1
F4_656,0.805678498,F4_655,1,1
F4_541,0.807051032,F4_543,1,1
F4_543,0.807051032,F4_541,1,1
F4_196,0.809804468,F4_693,1,1
F4_693,0.809804468,F4_196,1,1
F4_223,0.809823226,F4_691,1,1
F4_691,0.809823226,F4_223,1,1
F4_424,0.812816207,F4_427,1,1
F4_427,0.812816207,F4_424,1,1
F4_574,0.814321046,F4_575,1,1
F4_575,0.814321046,F4_574,1,1
F4_542,0.815751845,F4_541,1,1
F4_350,0.815756152,F4_352,1,1
F4_352,0.815756152,F4_350,1,1
F4_236,0.815756837,F4_235,1,1
F4_799,0.820636611,F4_800,1,1
F4_800,0.820636611,F4_799,1,1
F4_52,0.825079911,F4_150,1,1
F4_150,0.825079911,F4_52,1,1
F4_321,0.827902924,F4_323,1,1
F4_323,0.827902924,F4_321,1,1
F4_132,0.830118513,F4_133,1,1
F4_133,0.830118513,F4_132,1,1
F4_37,0.836525363,F4_38,1,1
F4_38,0.836525363,F4_37,1,1
F4_357,0.843256675,F4_802,1,1
F4_802,0.843256675,F4_357,1,1
F4_622,0.84379615,F4_402,1,1
F4_410,0.844966194,F4_414,1,1
F4_414,0.844966194,F4_410,1,1
F4_325,0.848206485,F4_326,1,1
F4_326,0.848206485,F4_325,1,1
F4_192,0.848735449,F4_194,1,1
F4_194,0.848735449,F4_192,1,1
F4_227,0.849030605,F4_231,1,1
F4_231,0.849030605,F4_227,1,1
F4_123,0.854135761,F4_781,1,1
F4_781,0.854135761,F4_123,1,1
F4_398,0.855565095,F4_630,1,1
F4_630,0.855565095,F4_398,1,1
F4_455,0.855853819,F4_587,1,1
F4_587,0.855853819,F4_455,1,1
F4_347,0.857629874,F4_661,1,1
F4_661,0.857629874,F4_347,1,1
F4_759,0.858369752,F4_760,1,1
F4_760,0.858369752,F4_759,1,1
F4_191,0.858678627,F4_195,1,1
F4_195,0.858678627,F4_191,1,1
F4_82,0.862849652,F4_778,1,1
F4_778,0.862849652,F4_82,1,1
F4_333,0.863383964,F4_335,1,1
F4_335,0.863383964,F4_333,1,1
F4_535,0.868675802,F4_602,1,1
F4_434,0.870422948,F4_451,1,1
F4_451,0.870422948,F4_434,1,1
F4_572,0.87113352,F4_612,1,1
F4_612,0.87113352,F4_572,1,1
F4_751,0.871826913,F4_752,1,1
F4_752,0.871826913,F4_751,1,1
F4_46,0.872102888,F4_756,1,1
F4_756,0.872102888,F4_46,1,1
F4_805,0.872123958,F4_810,1,1
F4_810,0.872123958,F4_805,1,1
F4_373,0.872407518,F4_484,1,1
F4_484,0.872407518,F4_373,1,1
F4_651,0.87402827,F4_652,1,1
F4_652,0.87402827,F4_651,1,1
F4_71,0.874265365,F4_72,1,1
F4_72,0.874265365,F4_71,1,1
F4_359,0.874741671,F4_802,1,1
F4_632,0.875324836,F4_630,1,1
F4_22,0.876479766,F4_794,1,1
F4_794,0.876479766,F4_22,1,1
F4_61,0.877767464,F4_747,1,1
F4_634,0.878306845,F4_635,1,1
F4_635,0.878306845,F4_634,1,1
F4_178,0.886599459,F4_180,1,1
F4_180,0.886599459,F4_178,1,1
F4_391,0.887336788,F4_392,1,1
F4_392,0.887336788,F4_391,1,1
F4_166,0.888574994,F4_167,1,1
F4_167,0.888574994,F4_166,1,1
F4_284,0.89297778,F4_285,0,1
F4_285,0.89297778,F4_284,1,1
F4_14,0.894660971,F4_17,1,1
F4_17,0.894660971,F4_14,1,1
F4_0,0.895428913,F4_816,1,1
F4_816,0.895428913,F4_0,1,1
