"","sens","PCC","spec","thresholds"
"1",0,0.120481927710843,1,0
"2",0,0.120481927710843,1,0.05
"3",0,0.120481927710843,1,0.1
"4",0,0.120481927710843,1,0.15
"5",0,0.120481927710843,1,0.2
"6",0,0.120481927710843,1,0.25
"7",0,0.120481927710843,1,0.3
"8",0,0.120481927710843,1,0.35
"9",0,0.120481927710843,1,0.4
"10",0,0.120481927710843,1,0.45
"11",0,0.120481927710843,1,0.5
"12",0,0.120481927710843,1,0.55
"13",0,0.120481927710843,1,0.6
"14",0,0.120481927710843,1,0.65
"15",0.0547945205479452,0.144578313253012,0.8,0.7
"16",0.0547945205479452,0.144578313253012,0.8,0.75
"17",0.0547945205479452,0.144578313253012,0.8,0.8
"18",0.191780821917808,0.265060240963855,0.8,0.85
"19",0.26027397260274,0.289156626506024,0.5,0.9
"20",0.36986301369863,0.385542168674699,0.5,0.95
"21",0.493150684931507,0.493975903614458,0.5,1
"22",0.671232876712329,0.63855421686747,0.4,1.05
"23",0.73972602739726,0.686746987951807,0.3,1.1
"24",0.780821917808219,0.698795180722892,0.1,1.15
"25",0.835616438356164,0.746987951807229,0.1,1.2
"26",0.89041095890411,0.795180722891566,0.1,1.25
"27",0.904109589041096,0.807228915662651,0.1,1.3
"28",0.904109589041096,0.807228915662651,0.1,1.35
"29",0.931506849315068,0.831325301204819,0.1,1.4
"30",0.945205479452055,0.843373493975904,0.1,1.45
"31",0.945205479452055,0.843373493975904,0.1,1.5
"32",0.945205479452055,0.843373493975904,0.1,1.55
"33",0.945205479452055,0.843373493975904,0.1,1.6
"34",0.945205479452055,0.843373493975904,0.1,1.65
"35",0.986301369863014,0.879518072289157,0.1,1.7
"36",0.986301369863014,0.879518072289157,0.1,1.75
"37",0.986301369863014,0.879518072289157,0.1,1.8
"38",1,0.891566265060241,0.1,1.85
"39",1,0.891566265060241,0.1,1.9
"40",1,0.891566265060241,0.1,1.95
