"","sens","PCC","spec","thresholds"
"1",0,0.0759493670886076,1,0
"2",0,0.0759493670886076,1,0.05
"3",0,0.0759493670886076,1,0.1
"4",0,0.0759493670886076,1,0.15
"5",0,0.0759493670886076,1,0.2
"6",0,0.0759493670886076,1,0.25
"7",0,0.0759493670886076,1,0.3
"8",0,0.0759493670886076,1,0.35
"9",0,0.0759493670886076,1,0.4
"10",0,0.0759493670886076,1,0.45
"11",0,0.0759493670886076,1,0.5
"12",0,0.0759493670886076,1,0.55
"13",0,0.0759493670886076,1,0.6
"14",0,0.0759493670886076,1,0.65
"15",0.0136986301369863,0.0759493670886076,0.833333333333333,0.7
"16",0.0410958904109589,0.10126582278481,0.833333333333333,0.75
"17",0.0958904109589041,0.151898734177215,0.833333333333333,0.8
"18",0.150684931506849,0.20253164556962,0.833333333333333,0.85
"19",0.232876712328767,0.278481012658228,0.833333333333333,0.9
"20",0.383561643835616,0.392405063291139,0.5,0.95
"21",0.506849315068493,0.506329113924051,0.5,1
"22",0.561643835616438,0.556962025316456,0.5,1.05
"23",0.643835616438356,0.632911392405063,0.5,1.1
"24",0.712328767123288,0.683544303797468,0.333333333333333,1.15
"25",0.794520547945205,0.759493670886076,0.333333333333333,1.2
"26",0.821917808219178,0.784810126582278,0.333333333333333,1.25
"27",0.904109589041096,0.860759493670886,0.333333333333333,1.3
"28",0.931506849315068,0.886075949367089,0.333333333333333,1.35
"29",0.958904109589041,0.911392405063291,0.333333333333333,1.4
"30",0.958904109589041,0.911392405063291,0.333333333333333,1.45
"31",0.972602739726027,0.924050632911392,0.333333333333333,1.5
"32",0.972602739726027,0.924050632911392,0.333333333333333,1.55
"33",0.972602739726027,0.924050632911392,0.333333333333333,1.6
"34",0.972602739726027,0.924050632911392,0.333333333333333,1.65
"35",0.986301369863014,0.936708860759494,0.333333333333333,1.7
"36",1,0.949367088607595,0.333333333333333,1.75
"37",1,0.949367088607595,0.333333333333333,1.8
"38",1,0.949367088607595,0.333333333333333,1.85
"39",1,0.949367088607595,0.333333333333333,1.9
"40",1,0.949367088607595,0.333333333333333,1.95
"41",1,0.949367088607595,0.333333333333333,2
"42",1,0.949367088607595,0.333333333333333,2.05
"43",1,0.949367088607595,0.333333333333333,2.1
"44",1,0.949367088607595,0.333333333333333,2.15
"45",1,0.949367088607595,0.333333333333333,2.2
"46",1,0.936708860759494,0.166666666666667,2.25
"47",1,0.936708860759494,0.166666666666667,2.3
"48",1,0.936708860759494,0.166666666666667,2.35
"49",1,0.936708860759494,0.166666666666667,2.4
"50",1,0.936708860759494,0.166666666666667,2.45
"51",1,0.936708860759494,0.166666666666667,2.5
"52",1,0.936708860759494,0.166666666666667,2.55
