"","sens","PCC","spec","thresholds"
"1",0,0.0120845921450151,1,0
"2",0,0.0120845921450151,1,0.05
"3",0,0.0120845921450151,1,0.1
"4",0,0.0120845921450151,1,0.15
"5",0,0.0120845921450151,1,0.2
"6",0,0.0120845921450151,1,0.25
"7",0,0.0120845921450151,1,0.3
"8",0,0.0120845921450151,1,0.35
"9",0,0.0120845921450151,1,0.4
"10",0,0.00604229607250755,0.5,0.45
"11",0,0.00604229607250755,0.5,0.5
"12",0,0.00604229607250755,0.5,0.55
"13",0.00611620795107034,0.0120845921450151,0.5,0.6
"14",0.00611620795107034,0.0120845921450151,0.5,0.65
"15",0.00611620795107034,0.0120845921450151,0.5,0.7
"16",0.0122324159021407,0.0181268882175227,0.5,0.75
"17",0.0397553516819572,0.0453172205438066,0.5,0.8
"18",0.0886850152905199,0.0936555891238671,0.5,0.85
"19",0.171253822629969,0.175226586102719,0.5,0.9
"20",0.318042813455657,0.3202416918429,0.5,0.95
"21",0.431192660550459,0.429003021148036,0.25,1
"22",0.565749235474006,0.561933534743202,0.25,1.05
"23",0.666666666666667,0.661631419939577,0.25,1.1
"24",0.776758409785933,0.767371601208459,0,1.15
"25",0.850152905198777,0.83987915407855,0,1.2
"26",0.917431192660551,0.906344410876133,0,1.25
"27",0.935779816513762,0.924471299093656,0,1.3
"28",0.963302752293578,0.95166163141994,0,1.35
"29",0.978593272171254,0.966767371601209,0,1.4
"30",0.981651376146789,0.969788519637462,0,1.45
"31",0.99388379204893,0.981873111782477,0,1.5
"32",0.996941896024465,0.984894259818731,0,1.55
"33",0.996941896024465,0.984894259818731,0,1.6
"34",0.996941896024465,0.984894259818731,0,1.65
"35",0.996941896024465,0.984894259818731,0,1.7
"36",0.996941896024465,0.984894259818731,0,1.75
"37",0.996941896024465,0.984894259818731,0,1.8
"38",0.996941896024465,0.984894259818731,0,1.85
"39",0.996941896024465,0.984894259818731,0,1.9
"40",0.996941896024465,0.984894259818731,0,1.95
"41",0.996941896024465,0.984894259818731,0,2
"42",0.996941896024465,0.984894259818731,0,2.05
"43",0.996941896024465,0.984894259818731,0,2.1
